PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
1.7677343467349014	-14.41801416933021	0.574094693502052	8.818121048781167	2.7819394709725636	-2.94776112854758	3.697614478418245	-1.4308324927636114	-0.05622207479751167	-1.8873089021327734	1.3212620047030614	0.171954595424862	0.21009719505777708	-1.4986934145335606	-0.6825632266826757	-0.5279501807202162	-0.9407334907258508	0.48296804480286976	-0.29082149065133334	-1.5460929570715534	-0.5302820580438592	-0.9179126318699643	-0.17976534504613975	0.5078875211377598	-2.028290610587836	-0.6584848289009277	1.3233783769061231	0.8813452808105627	-1.5204889507782489	-0.2934671918907007
1.05241684179006	6.0059061133072955	-10.243098190962263	4.035911634134397	-1.5828038339234938	-1.8821492420478139	0.013693321833156935	0.9483419721950546	-0.1660094866100448	-2.496365964716818	-0.6989859003306954	-0.4082413687759798	1.3124763566598798	-0.8433246848276784	1.5839371152383428	2.56023512621909	-1.0401845452422025	0.022721900097933168	-2.3388213114882817	0.5121716169411127	-0.2913751394272418	-0.22308650079185388	-1.21375878509651	-0.09772153359314896	0.8514356002125172	0.2596435891177596	0.44714874198506127	-0.4431760153121326	1.2478867421598603	-0.7926899156476962
-2.0317479383818884	2.600434252084811	1.5062893348605086	5.392585584375853	0.22845088603323035	-1.0955957117334205	1.578505697280694	-0.2408830958194425	-0.8312302512949196	0.07678152101799626	-0.5091852490990796	2.053379357124452	-1.8043449782173557	-1.3205272514937112	1.9823405378120655	-0.7461597449896806	-0.10454053669421788	-2.1902614297391767	0.2824325240218349	0.5008456200494936	0.37616032933830545	0.5076852316914158	2.760265267850075	2.2290944937680006	-0.5443702228247439	0.6757410555144144	0.3679368725029444	0.8074655860364683	-0.8507036095833302	-0.755440812379673
-1.0699454454401194	-3.784164973965186	-0.5634284954847417	3.477582686761628	4.9772192012750684	-2.8787467800214874	-0.34824858385306656	3.6240408841841254	-1.1987950908552558	2.661813548334869	-0.5600989149824183	-1.974334767926446	0.4029742795149407	1.5186269766074876	-2.4365191405046005	-0.24384797534052513	-2.4069939912618326	1.0395204927084964	-0.26043839781823513	0.5525648085978886	1.2344968641509968	-3.0122130959081947	0.8471449814218197	2.472023156632445	0.3223644926397307	0.40491038239061433	-0.015271418113349632	-1.814496686109048	2.484811228057508	-0.9499222976595854
1.4967025180371158	5.9784021080548255	-11.108774275835968	3.9435602739144135	-1.5968947103633762	-2.2730128302248005	1.2928520339045124	1.903888897172349	0.7060504511374139	3.38450020614609	0.35840917495502195	-0.9307291490059638	0.9327880296144102	-0.7970199780944479	0.20348090819158676	1.9500245824961546	0.25748644401314547	1.259644472847478	-1.4065059608012638	-0.6339929528647261	0.7234542431356792	1.6922123205955613	0.16426979615233087	-0.43293789877878336	-1.362925341074029	-0.6489212086933073	-1.3214021598244812	1.3154401035100654	2.0985488522052624	1.548852753046486
-2.8896148651179696	3.3971468077922538	2.3764579584505308	3.904622809731823	-2.2319875228341775	-3.4917467407030296	2.5805339723182357	0.5753599248938455	-0.8530033806199961	-0.26090027499864554	-1.6392301206454791	-0.730971797381181	0.08839976080834198	1.1194945685505027	0.1771423374415004	-2.158967662517341	-0.19858537292389591	1.6725379767818729	-0.4527602638583688	2.241944580180396	-3.1228628911844676	2.042185394066138	0.3757790828921795	-0.9702808626137093	-0.9368566556554788	1.683156779926315	-2.540007115150037	1.6784907835601282	-0.3879255607909608	-0.4386373352029931
-1.8303343681561035	1.0643472224221424	3.6269592942658493	4.553846110904523	-6.552842099449026	-2.4907930057287584	1.3879568074271362	-0.10768769737754581	2.115842988908132	-0.8954892619796145	0.32602749381099805	-0.3393507221645799	-3.0608025096595175	0.11096345133525412	0.13142799586391438	0.10006705220087035	-0.9276085830934991	-0.8446001985355439	-0.38674356527364556	-1.6813996705645728	0.7225624390697637	1.1373095611577173	-0.9441584769982441	-0.9149343516106897	0.5746408599152256	0.7191852549740345	1.1943031697178565	-0.32320276000839965	-0.9755453893690684	-0.2733362403277975
1.8859433198497417	5.366581664024137	-10.194835802087717	7.417355124391719	-2.9769949146422148	-2.990796253304484	0.8496107260788697	0.5244015192856033	0.5979484224107301	0.2186671927719351	1.575262663916896	-0.5074535448472055	-1.4804527704235513	-0.21918031647081176	2.324051430076307	-0.6057602592457906	0.3412532386822167	-0.03308991840750834	-0.8076189193326158	0.5278812282247478	-0.039170972606047134	0.8446651207099942	-0.6163130134996561	-0.3058976209743825	-0.4604921390834814	-0.26363680688647634	0.19368398110668522	0.23919380114778824	0.8049608101066208	-0.05432722849439071
-1.4104836639006069	-8.52848526846702	0.2750608945702967	7.174527260932122	-3.608564929725942	1.5525840650251908	1.2068622180886173	-0.6328472925462928	0.3463366630045496	-0.6095858338415999	-0.976668468197534	-4.589107508973825	-0.21745227919528384	-1.3738940972584661	0.9569729309878987	1.162734859731238	-0.5054498743738285	-0.7412920879726574	-2.080665516356838	-1.257148964670662	-0.3271092224959123	1.9094563838756093	-1.280546617777958	-1.0558866638569366	-0.06336900474116267	2.3514660920476174	0.2015927890128492	1.8818759218562924	-0.35456939504248286	-1.8908950616116253
-3.4114478703935576	4.995370453884583	1.8864606427933055	5.069826190117966	-0.5633062421782223	0.8343275076432314	0.407483497728873	-0.4356144360818953	-0.28750221876352694	-1.4265362757699147	-0.6104943064364287	-1.2864219247475355	0.23411758491980886	1.3106570083869267	-1.1413617181983025	-0.04189069042592919	1.4670842044974899	0.6378668262092257	-3.2342294861735876	0.41555061988215714	0.05665265154848858	2.552432658565951	-0.047805969601072924	-0.3934436040107014	-1.4355985018760955	-0.6415751972189346	-0.7320161894878475	-0.09012954707642498	-0.6927408117384687	1.469048001967198
